trip_id,delay,timestamp,temperature,precipitation,rain,showers,snowfall
1996452,26,1784922086,25.5,0.0,0.0,0.0,0.0
1984483,0,1784924160,25.5,0.0,0.0,0.0,0.0
1989209,-151,1784925329,25.5,0.0,0.0,0.0,0.0
1996348,-85,1784922695,25.5,0.0,0.0,0.0,0.0
1984699,0,1784922900,25.5,0.0,0.0,0.0,0.0
1989425,14,1784921880,25.5,0.0,0.0,0.0,0.0
1996022,-80,1784924140,25.5,0.0,0.0,0.0,0.0
1996098,0,1784924400,25.5,0.0,0.0,0.0,0.0
1996915,-106,1784924474,25.5,0.0,0.0,0.0,0.0
1988972,-15,1784925165,25.5,0.0,0.0,0.0,0.0
1996569,-185,1784921760,25.5,0.0,0.0,0.0,0.0
1996282,0,1784923320,25.5,0.0,0.0,0.0,0.0
1984174,-126,1784923074,25.5,0.0,0.0,0.0,0.0
1996180,314,1784922031,25.5,0.0,0.0,0.0,0.0
1984632,14,1784921926,25.5,0.0,0.0,0.0,0.0
1988779,209,1784921943,25.5,0.0,0.0,0.0,0.0
1997280,0,1784924700,25.5,0.0,0.0,0.0,0.0
1989090,-207,1784921733,25.5,0.0,0.0,0.0,0.0
1985332,181,1784921912,25.5,0.0,0.0,0.0,0.0
1989150,307,1784922007,25.5,0.0,0.0,0.0,0.0
1984844,0,1784924460,25.5,0.0,0.0,0.0,0.0
1997276,-18,1784922102,25.5,0.0,0.0,0.0,0.0
1995418,-141,1784921772,25.5,0.0,0.0,0.0,0.0
1984596,0,1784923980,25.5,0.0,0.0,0.0,0.0
1984887,-102,1784922018,25.5,0.0,0.0,0.0,0.0
1993170,0,1784924880,25.5,0.0,0.0,0.0,0.0
1992679,58,1784922008,25.5,0.0,0.0,0.0,0.0
1992627,111,1784922111,25.5,0.0,0.0,0.0,0.0
